id,sex,age,race,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score,v_decile_score,v_score_text,priors_count
6781,Male,55,Caucasian,17,M,0,0,2,3,Low,1
6782,Male,24,Hispanic,1,F,1,1,8,6,Medium,2
6784,Male,41,Other,0,M,0,0,1,1,Low,0
6786,Male,41,Hispanic,2,F,0,0,3,1,Low,0
6788,Male,61,African-American,1,F,0,0,3,4,Low,12
6791,Male,57,African-American,0,F,0,0,1,1,Low,3
6793,Female,38,Caucasian,1,M,0,0,3,2,Low,2
6796,Male,23,African-American,1,F,1,1,2,3,Low,0
6798,Male,23,Caucasian,1,F,0,0,5,6,Medium,3
6800,Male,20,African-American,1,F,0,0,3,5,Medium,0
6801,Male,44,Caucasian,1,F,0,0,8,5,Medium,1
6802,Female,38,Caucasian,23,M,0,0,1,1,Low,1
6808,Male,32,Other,1,F,0,0,1,2,Low,0
6809,Male,29,African-American,0,F,0,0,6,3,Low,0
6811,Male,23,African-American,1,F,1,1,9,8,High,3
6812,Male,24,Caucasian,23,F,0,0,4,4,Low,1
6813,Male,45,Other,0,M,0,0,1,1,Low,0
6815,Male,21,African-American,1,F,0,0,9,7,Medium,2
6816,Female,29,African-American,0,M,0,0,2,2,Low,0
6820,Male,25,African-American,0,F,0,0,3,4,Low,1
6824,Male,46,Hispanic,1,F,0,0,3,2,Low,13
6828,Male,27,Caucasian,1,F,0,0,2,3,Low,2
6829,Male,49,African-American,,M,1,0,2,2,Low,0
6834,Male,37,Hispanic,1,F,0,0,1,1,Low,1
6836,Male,21,Caucasian,1,F,1,1,3,5,Medium,0
6847,Female,28,African-American,1,F,0,0,7,3,Low,4
6857,Female,28,African-American,1,M,0,0,2,2,Low,0
6858,Male,58,Caucasian,4,M,0,0,2,1,Low,3
6859,Male,22,Caucasian,1,F,1,1,4,5,Medium,0
6862,Male,31,African-American,1,F,1,0,4,3,Low,5
6863,Male,33,African-American,0,F,0,0,3,3,Low,0
6866,Female,23,African-American,1,M,0,0,5,5,Medium,1
6870,Male,32,Caucasian,1,F,0,0,10,9,High,11
6872,Male,57,African-American,1,F,0,0,2,1,Low,2
6875,Male,22,Caucasian,0,F,0,0,8,8,High,0
6877,Female,35,African-American,2,F,0,0,2,1,Low,2
6881,Male,35,Hispanic,15,F,0,0,1,1,Low,2
6883,Female,54,Caucasian,7,M,0,0,2,1,Low,1
6884,Male,29,Caucasian,1,F,0,0,8,3,Low,0
6888,Female,36,African-American,0,M,0,0,6,2,Low,0
6893,Male,25,African-American,1,F,0,0,5,5,Medium,0
6894,Male,29,African-American,635,M,0,0,5,3,Low,2
6896,Male,31,Hispanic,0,F,1,1,10,9,High,0
6898,Male,62,African-American,371,F,0,0,1,1,Low,4
6899,Male,39,Caucasian,1,M,0,0,2,2,Low,0
6901,Female,23,African-American,0,F,0,0,7,4,Low,0
6904,Female,23,African-American,1,F,0,0,4,4,Low,1
6906,Female,37,Hispanic,3,M,0,0,3,3,Low,0
6912,Female,61,African-American,79,F,0,0,6,3,Low,1
6915,Male,30,African-American,1,F,1,1,7,2,Low,9
6916,Male,23,African-American,1,F,0,0,6,5,Medium,1
6919,Female,27,African-American,2,F,1,1,3,3,Low,0
6920,Male,38,African-American,1,M,0,0,6,2,Low,10
6921,Male,42,African-American,1,F,0,0,1,1,Low,1
6923,Male,31,African-American,1,F,0,0,3,2,Low,0
6927,Male,43,African-American,1,M,1,1,5,4,Low,1
6929,Male,39,Caucasian,1,F,0,0,3,1,Low,0
6931,Male,31,African-American,1,M,0,0,2,2,Low,0
6934,Female,33,African-American,0,F,0,0,3,2,Low,0
6935,Male,21,Caucasian,0,F,1,1,5,7,Medium,1
6936,Male,23,African-American,1,F,1,1,6,8,High,1
6937,Female,29,Caucasian,1,F,0,0,4,3,Low,0
6939,Male,62,Caucasian,5,F,0,0,1,1,Low,2
6944,Female,44,Caucasian,1,M,0,0,1,1,Low,0
6948,Male,30,African-American,0,F,0,0,5,3,Low,0
6950,Male,51,Caucasian,1,F,0,0,6,3,Low,3
6952,Male,21,African-American,1,F,0,0,5,6,Medium,0
6957,Male,27,African-American,1,F,1,1,9,5,Medium,3
6959,Male,28,Hispanic,0,F,0,0,4,2,Low,0
6960,Female,31,African-American,1,F,0,0,1,1,Low,0
6963,Female,49,Caucasian,1,F,0,0,2,1,Low,2
6965,Female,41,Other,1,F,0,0,3,3,Low,2
6967,Male,20,Caucasian,1,M,0,0,4,7,Medium,0
6975,Male,23,African-American,1,F,1,1,9,9,High,4
6976,Male,26,Caucasian,1,M,0,0,4,3,Low,0
6979,Male,28,Caucasian,0,M,0,0,2,2,Low,1
6983,Male,52,African-American,5,M,0,0,1,1,Low,4
6986,Male,36,Hispanic,1,M,0,0,5,3,Low,1
6988,Male,54,Hispanic,650,F,0,0,5,1,Low,5
6990,Male,54,African-American,125,M,0,0,6,2,Low,3
6999,Male,22,African-American,1,F,0,0,4,4,Low,0
7004,Male,24,Caucasian,1,F,0,0,6,5,Medium,2
7005,Male,32,African-American,1427,F,0,0,8,8,High,2
7007,Female,34,African-American,1,F,0,0,3,2,Low,6
7011,Male,51,African-American,1346,M,0,0,5,1,Low,8
7012,Male,28,African-American,1,F,0,0,2,3,Low,0
7015,Male,23,Caucasian,0,F,0,0,2,5,Medium,0
7023,Male,25,Caucasian,1,F,0,0,5,3,Low,2
7024,Male,28,Caucasian,1,F,0,0,7,8,High,2
7025,Female,32,African-American,1,M,1,1,1,1,Low,0
7026,Male,35,African-American,1,F,0,0,4,3,Low,7
7029,Male,33,African-American,1,M,1,1,9,9,High,16
7030,Male,30,Other,1,F,0,0,1,2,Low,1
7032,Female,58,Caucasian,4,M,0,0,2,1,Low,1
7033,Male,22,African-American,1,F,1,0,7,6,Medium,2
7034,Male,28,Caucasian,18,F,1,1,3,3,Low,2
7037,Male,26,African-American,1,F,1,1,10,9,High,6
7040,Male,23,Caucasian,0,F,0,0,9,9,High,0
7043,Male,26,African-American,0,F,0,0,3,3,Low,0
7044,Male,25,African-American,1,F,0,0,5,6,Medium,1
7047,Male,40,Native American,1,M,0,0,6,2,Low,2
7050,Male,40,Hispanic,550,M,0,0,2,2,Low,1
7051,Male,56,African-American,1,F,0,0,1,1,Low,1
7052,Male,51,Caucasian,87,F,0,0,2,2,Low,3
7053,Male,36,African-American,1,F,0,0,4,3,Low,0
7054,Male,51,Caucasian,1,M,0,0,1,1,Low,0
7055,Male,25,Caucasian,1,F,0,0,5,3,Low,2
7058,Male,22,African-American,1241,M,0,0,6,9,High,1
7060,Female,35,African-American,1,F,0,0,8,7,Medium,9
7067,Male,22,Caucasian,0,F,1,1,9,7,Medium,2
7068,Male,43,Caucasian,41,F,0,0,1,1,Low,2
7070,Male,22,African-American,64,F,0,0,6,7,Medium,2
7073,Male,31,African-American,35,M,1,1,10,8,High,4
7079,Male,25,Caucasian,2,F,0,0,7,5,Medium,3
7080,Female,52,Caucasian,1,M,0,0,1,1,Low,0
7082,Male,35,Hispanic,1,F,0,0,7,4,Low,0
7084,Female,24,Caucasian,3,F,0,0,5,2,Low,0
7087,Male,57,Other,1,F,0,0,1,1,Low,0
7092,Male,38,Caucasian,1,F,0,0,1,1,Low,2
7093,Male,22,African-American,67,F,0,0,3,5,Medium,1
7095,Male,26,Hispanic,2,M,0,0,5,3,Low,1
7097,Male,25,African-American,46,F,0,0,10,9,High,8
7099,Male,34,African-American,1,F,0,0,2,1,Low,2
7101,Female,24,Caucasian,1,F,0,0,5,4,Low,0
7103,Male,24,Other,40,F,1,0,5,7,Medium,4
7104,Male,49,Caucasian,1,M,1,1,6,4,Low,4
7109,Male,55,Caucasian,1,F,0,0,5,1,Low,0
7110,Male,25,Caucasian,662,F,0,0,4,6,Medium,1
7112,Male,55,African-American,1,M,1,1,7,4,Low,10
7116,Male,32,African-American,1,F,1,0,8,8,High,9
7117,Male,55,Caucasian,1,F,1,0,1,1,Low,0
7119,Male,23,African-American,1,M,0,0,5,6,Medium,3
7120,Male,54,Caucasian,29,F,1,1,4,2,Low,2
7121,Male,40,Asian,1,F,0,0,1,1,Low,0
7123,Male,27,African-American,1,M,1,1,2,3,Low,0
7124,Male,36,Caucasian,126,M,1,1,1,1,Low,4
7125,Female,29,African-American,1,F,1,0,7,3,Low,5
7126,Female,45,Caucasian,1,M,0,0,1,1,Low,0
7127,Male,25,Other,1,M,0,0,6,6,Medium,2
7130,Male,40,Caucasian,1,F,1,1,3,5,Medium,4
7131,Male,38,African-American,1,F,1,1,4,4,Low,7
7132,Male,60,Caucasian,1,F,0,0,-1,5,Medium,0
7135,Male,57,Caucasian,176,F,0,0,4,2,Low,3
7136,Male,26,African-American,0,F,1,1,10,8,High,3
7139,Female,37,African-American,1,F,0,0,1,1,Low,0
7141,Male,41,Caucasian,1,F,0,0,1,1,Low,1
7142,Female,33,Other,1,F,0,0,2,1,Low,0
7143,Male,57,African-American,1,F,0,0,1,1,Low,1
7144,Male,34,African-American,1,M,0,0,9,7,Medium,3
7145,Male,29,African-American,1,F,1,1,4,5,Medium,1
7148,Male,45,Hispanic,1,F,0,0,7,5,Medium,8
7149,Male,22,Caucasian,9,F,1,0,4,5,Medium,1
7153,Male,21,African-American,1,M,0,0,4,6,Medium,0
7154,Male,56,Caucasian,1,M,0,0,1,1,Low,1
7156,Male,48,African-American,1,F,0,0,3,3,Low,4
7157,Male,27,Hispanic,1,M,0,0,2,2,Low,1
7159,Male,34,Hispanic,1,F,0,0,2,2,Low,1
7163,Male,33,African-American,1,M,1,1,3,3,Low,6
7164,Male,58,Caucasian,3376,F,0,0,1,1,Low,1
7166,Female,33,African-American,3,F,0,0,5,2,Low,1
7167,Female,40,African-American,1,M,0,0,5,1,Low,2
7170,Male,22,Caucasian,0,F,1,1,5,6,Medium,0
7171,Male,39,Caucasian,1,F,0,0,3,1,Low,2
7173,Male,30,Other,1895,F,0,0,8,4,Low,2
7175,Female,23,African-American,37,F,1,0,8,7,Medium,3
7176,Male,35,Caucasian,1,F,0,0,1,1,Low,1
7177,Male,22,Hispanic,1,M,0,0,2,5,Medium,0
7180,Male,37,Hispanic,1,M,0,0,4,3,Low,4
7183,Male,38,African-American,933,F,0,0,8,4,Low,14
7185,Male,60,Hispanic,1,F,0,0,4,1,Low,0
7186,Female,39,Caucasian,1,F,0,0,4,4,Low,1
7188,Male,25,African-American,165,M,0,0,4,3,Low,1
7192,Female,70,Other,1,F,0,0,1,1,Low,0
7196,Male,53,African-American,1,F,1,0,2,2,Low,6
7197,Male,37,Caucasian,5,F,0,0,6,3,Low,0
7199,Male,28,African-American,1,F,0,0,6,4,Low,1
7200,Male,21,African-American,1,F,0,0,6,7,Medium,1
7202,Male,32,African-American,1210,F,0,0,10,10,High,2
7203,Male,56,African-American,1,F,0,0,1,2,Low,0
7204,Male,30,Caucasian,1,M,0,0,3,2,Low,3
7210,Male,27,African-American,1,F,0,0,8,9,High,1
7211,Male,41,African-American,1,M,1,1,7,3,Low,7
7216,Male,32,African-American,1,F,1,1,8,6,Medium,7
7217,Male,26,Caucasian,126,F,0,0,5,3,Low,7
7218,Male,31,African-American,0,M,0,0,4,2,Low,0
7219,Male,32,African-American,1,F,0,0,4,5,Medium,3
7223,Male,46,African-American,1,F,0,0,1,1,Low,3
7224,Male,24,African-American,1,F,1,1,3,3,Low,1
7227,Male,50,Caucasian,1,F,0,0,2,1,Low,3
7231,Male,37,African-American,1,M,0,0,7,3,Low,3
7234,Male,37,Hispanic,0,F,0,0,5,1,Low,1
7235,Male,21,Caucasian,43,F,0,0,6,9,High,1
7236,Male,75,Hispanic,111,F,0,0,1,1,Low,1
7237,Male,40,Caucasian,0,M,0,0,4,3,Low,3
7238,Female,53,Caucasian,1,M,0,0,1,1,Low,0
7240,Male,33,African-American,1,M,0,0,3,1,Low,4
7242,Female,22,African-American,2,M,0,0,4,5,Medium,0
7245,Male,25,African-American,1,M,1,1,8,6,Medium,5
7246,Male,24,Caucasian,1,F,0,0,2,4,Low,2
7249,Female,26,African-American,0,F,0,0,7,6,Medium,1
7250,Male,56,African-American,178,F,0,0,4,2,Low,9
7257,Male,24,Caucasian,1,F,1,1,3,4,Low,1
7259,Male,26,Caucasian,1,M,0,0,5,6,Medium,5
7263,Male,65,Caucasian,185,F,0,0,6,1,Low,3
7265,Male,64,African-American,28,M,0,0,6,2,Low,13
7266,Male,24,Caucasian,1,F,0,0,2,3,Low,0
7268,Male,35,African-American,101,F,0,0,6,8,High,29
7269,Female,57,Caucasian,5,M,0,0,1,1,Low,0
7271,Female,46,Caucasian,1,M,0,0,1,1,Low,0
7272,Male,56,African-American,1,F,0,0,5,2,Low,16
7275,Female,39,Caucasian,1,M,0,0,2,1,Low,0
7276,Male,68,Caucasian,36,M,0,0,1,1,Low,4
7279,Male,28,African-American,1,M,1,1,3,3,Low,1
7281,Male,38,Caucasian,1,M,0,0,1,1,Low,0
7283,Female,25,African-American,23,M,0,0,10,8,High,3
7284,Male,25,Caucasian,1,F,0,0,5,4,Low,2
7286,Male,31,Caucasian,0,F,0,0,5,5,Medium,2
7291,Male,31,African-American,859,F,0,0,7,4,Low,2
7292,Female,35,African-American,1,F,0,0,8,5,Medium,13
7293,Male,34,African-American,1,M,0,0,8,4,Low,19
7296,Male,57,Other,1,M,0,0,1,1,Low,0
7298,Female,42,African-American,1,F,0,0,2,1,Low,1
7300,Male,24,Caucasian,60,F,0,0,9,8,High,1
7302,Male,41,African-American,1,F,1,1,10,3,Low,24
7304,Male,27,Caucasian,1,F,0,0,2,3,Low,0
7310,Male,34,Caucasian,0,F,1,0,2,2,Low,5
7311,Male,50,Hispanic,1,M,0,0,1,1,Low,0
7312,Male,25,Caucasian,1,F,1,1,8,6,Medium,6
7316,Male,39,Hispanic,142,M,0,0,3,1,Low,2
7317,Male,27,African-American,169,F,0,0,7,6,Medium,2
7318,Male,25,African-American,176,F,0,0,3,3,Low,3
7321,Male,27,African-American,1,F,0,0,5,6,Medium,0
7324,Male,30,Caucasian,1,F,0,0,1,2,Low,0
7326,Male,24,African-American,1,F,1,0,8,7,Medium,3
7327,Male,39,African-American,1,M,1,1,1,1,Low,0
7328,Male,32,African-American,347,F,1,1,6,4,Low,6
7334,Male,26,African-American,1,F,1,1,10,7,Medium,24
7337,Male,30,Other,1,F,0,0,1,2,Low,2
7338,Male,20,African-American,135,F,1,1,10,7,Medium,4
7343,Male,25,Caucasian,1,F,0,0,3,4,Low,0
7344,Male,25,African-American,1,F,1,1,5,5,Medium,2
7347,Female,25,African-American,1,F,0,0,7,5,Medium,0
7348,Male,38,African-American,1,M,0,0,2,1,Low,0
7351,Male,40,Hispanic,1,F,0,0,5,1,Low,0
7354,Female,49,Caucasian,1,M,0,0,2,1,Low,4
7355,Female,35,Caucasian,3,M,0,0,3,1,Low,2
7358,Male,25,Other,1,F,0,0,4,3,Low,0
7359,Male,21,Caucasian,1,F,0,0,4,6,Medium,1
7360,Female,24,Caucasian,96,F,0,0,4,3,Low,2
7361,Male,45,Hispanic,424,F,0,0,3,3,Low,1
7365,Male,28,Caucasian,1,F,0,0,3,2,Low,3
7368,Female,34,African-American,2374,M,0,0,9,7,Medium,1
7370,Male,57,African-American,1,M,1,1,7,5,Medium,8
7373,Male,40,African-American,1,F,1,1,9,7,Medium,15
7381,Female,43,African-American,1,F,0,0,6,1,Low,0
7384,Male,23,African-American,1,F,0,0,7,7,Medium,1
7387,Male,43,Caucasian,1,F,0,0,6,3,Low,12
7388,Male,32,Asian,1,M,0,0,1,1,Low,0
7391,Male,21,African-American,1,F,1,1,9,9,High,0
7392,Male,51,African-American,1,F,0,0,3,1,Low,2
7393,Male,20,African-American,1,M,1,1,10,10,High,0
7394,Male,39,Caucasian,99,F,0,0,1,2,Low,1
7396,Male,58,Hispanic,2,M,0,0,1,1,Low,1
7399,Female,28,Other,0,F,0,0,2,2,Low,1
7400,Female,30,African-American,1,M,0,0,3,2,Low,2
7406,Male,22,African-American,0,F,1,1,9,9,High,1
7410,Male,50,Caucasian,1,F,0,0,2,2,Low,1
7411,Male,30,African-American,1,M,1,0,9,8,High,5
7412,Male,28,Caucasian,1,F,1,1,2,2,Low,0
7416,Male,26,Hispanic,1,M,0,0,1,2,Low,2
7417,Female,51,Caucasian,1,F,0,0,5,1,Low,0
7419,Male,21,African-American,0,F,0,0,7,7,Medium,1
7420,Male,29,Caucasian,1,F,1,1,2,3,Low,0
7421,Male,43,Caucasian,1,M,0,0,4,2,Low,0
7422,Male,22,African-American,1,F,0,0,4,6,Medium,1
7424,Male,36,African-American,1,F,0,0,1,1,Low,0
7425,Male,24,African-American,1,F,0,0,2,3,Low,0
7426,Male,26,African-American,1,F,0,0,6,7,Medium,5
7427,Male,27,African-American,0,M,1,0,8,7,Medium,8
7432,Male,26,Caucasian,1,F,0,0,5,3,Low,2
7434,Male,24,African-American,163,F,0,0,4,5,Medium,1
7435,Female,29,African-American,3,F,0,0,4,2,Low,0
7440,Male,34,African-American,1,F,0,0,6,2,Low,5
7441,Male,23,Other,1,F,1,0,4,5,Medium,2
7443,Female,29,African-American,1,M,0,0,2,2,Low,1
7444,Male,24,African-American,0,F,1,0,5,5,Medium,1
7446,Male,50,Caucasian,1,F,0,0,1,1,Low,0
7447,Female,24,African-American,1,M,1,0,7,5,Medium,0
7448,Female,31,African-American,1,F,0,0,3,1,Low,0
7451,Male,63,Caucasian,378,M,0,0,1,1,Low,1
7455,Male,22,African-American,1,F,0,0,7,7,Medium,0
7465,Male,22,Caucasian,1,F,0,0,3,6,Medium,0
7466,Male,27,Caucasian,0,M,0,0,2,3,Low,0
7467,Female,21,Other,1,M,0,0,4,5,Medium,0
7472,Male,80,Caucasian,1,M,0,0,1,1,Low,0
7475,Male,58,Caucasian,43,M,0,0,1,1,Low,1
7476,Male,68,African-American,1,M,0,0,4,1,Low,6
7477,Male,23,African-American,0,F,0,0,8,5,Medium,1
7479,Male,24,Caucasian,1,F,0,0,10,7,Medium,0
7480,Male,41,Caucasian,42,F,0,0,1,1,Low,2
7481,Male,21,Caucasian,1,F,1,1,8,7,Medium,0
7482,Male,26,African-American,0,M,1,1,4,5,Medium,3
7485,Male,39,Hispanic,1,M,1,1,1,1,Low,0
7487,Male,36,Caucasian,1,F,0,0,5,1,Low,1
7488,Male,21,African-American,1,F,1,1,8,7,Medium,0
7490,Female,31,African-American,1,M,0,0,5,3,Low,1
7495,Male,49,Caucasian,8,M,1,1,8,3,Low,4
7496,Male,24,Caucasian,1,F,0,0,9,7,Medium,0
7499,Male,44,Caucasian,22,M,1,0,1,1,Low,1
7500,Female,25,African-American,13,F,0,0,3,4,Low,1
7503,Male,25,African-American,1,F,0,0,2,3,Low,1
7508,Male,44,Hispanic,1,M,0,0,1,1,Low,0
7510,Male,33,African-American,1,F,0,0,1,1,Low,0
7511,Male,20,African-American,1,F,1,1,7,7,Medium,0
7514,Male,44,Caucasian,4,F,0,0,5,1,Low,3
7517,Female,41,African-American,0,M,0,0,1,1,Low,0
7519,Male,30,African-American,1,F,0,0,5,2,Low,1
7520,Female,23,Caucasian,171,M,0,0,6,5,Medium,0
7523,Male,26,African-American,1,F,1,1,1,2,Low,1
7524,Female,32,Hispanic,4,F,0,0,2,1,Low,0
7525,Male,26,Caucasian,60,F,0,0,4,4,Low,2
7530,Female,43,African-American,1,M,0,0,9,7,Medium,9
7536,Male,39,Caucasian,4,F,0,0,1,1,Low,1
7538,Female,49,African-American,1124,F,0,0,1,1,Low,1
7541,Male,63,Caucasian,1,M,0,0,1,1,Low,5
7545,Male,24,Caucasian,1,F,0,0,5,4,Low,3
7546,Male,21,Caucasian,0,M,1,0,10,8,High,2
7547,Female,48,Caucasian,1,F,0,0,2,1,Low,0
7548,Male,37,African-American,1,F,0,0,1,1,Low,0
7553,Female,20,Other,1,M,0,0,5,7,Medium,0
7555,Female,64,Caucasian,1,M,0,0,1,1,Low,0
7556,Male,22,Caucasian,1,M,0,0,6,5,Medium,0
7559,Male,43,Caucasian,1,F,0,0,3,1,Low,8
7561,Male,33,Caucasian,0,F,0,0,9,8,High,10
7562,Male,26,African-American,1,F,0,0,6,6,Medium,1
7563,Female,33,Caucasian,1458,M,0,0,3,2,Low,1
7564,Male,25,Caucasian,58,F,0,0,3,3,Low,3
7567,Female,30,African-American,236,M,0,0,6,5,Medium,3
7568,Female,20,African-American,679,M,1,0,5,7,Medium,3
7570,Male,44,African-American,1,F,0,0,1,1,Low,0
7571,Male,31,African-American,0,F,0,0,2,2,Low,0
7574,Female,50,Caucasian,606,M,0,0,1,1,Low,1
7577,Female,25,Hispanic,3,M,0,0,3,3,Low,0
7578,Female,43,African-American,17,M,0,0,2,1,Low,2
7585,Male,34,Other,3853,M,0,0,1,1,Low,2
7586,Male,44,Other,1,F,0,0,1,1,Low,0
7588,Male,30,Hispanic,79,F,1,1,4,6,Medium,14
7595,Female,55,Hispanic,1,M,0,0,1,1,Low,0
7596,Male,29,African-American,9,F,0,0,2,2,Low,6
7597,Male,31,Other,1,M,0,0,1,1,Low,0
7603,Male,52,Other,1,F,0,0,1,1,Low,0
7604,Male,59,Caucasian,2,M,0,0,1,1,Low,0
7605,Male,49,African-American,0,M,1,1,1,1,Low,1
7606,Male,36,Caucasian,1,M,1,1,6,4,Low,11
7607,Female,23,African-American,1,F,0,0,3,4,Low,1
7613,Male,51,Hispanic,12,F,0,0,1,1,Low,1
7615,Male,34,African-American,1,F,0,0,1,2,Low,0
7618,Male,32,Other,1,F,0,0,1,1,Low,0
7620,Male,54,African-American,1,F,0,0,3,1,Low,1
7634,Male,36,African-American,1,F,0,0,1,1,Low,0
7635,Male,61,Caucasian,4,M,0,0,1,1,Low,0
7636,Female,38,African-American,1,M,0,0,2,1,Low,0
7637,Male,41,Hispanic,1,F,0,0,2,1,Low,9
7639,Male,32,African-American,0,F,0,0,3,2,Low,0
7642,Male,46,African-American,1,F,1,0,7,3,Low,18
7644,Male,21,African-American,1,F,0,0,8,6,Medium,4
7647,Male,68,African-American,1,F,0,0,4,2,Low,2
7648,Male,24,African-American,1,M,0,0,3,4,Low,0
7650,Male,41,Caucasian,1,F,1,1,4,2,Low,1
7651,Male,30,Other,1,F,0,0,2,2,Low,0
7654,Male,41,African-American,1,F,0,0,4,3,Low,1
7655,Male,55,Other,1,F,0,0,1,1,Low,4
7656,Male,26,Hispanic,61,F,0,0,2,3,Low,1
7657,Male,39,Hispanic,83,F,0,0,2,1,Low,2
7659,Male,33,Caucasian,4,F,0,0,4,3,Low,1
7660,Male,23,African-American,1,F,0,0,2,4,Low,0
7663,Female,51,Caucasian,2,F,0,0,1,1,Low,0
7667,Male,36,Caucasian,1,M,0,0,2,3,Low,1
7668,Male,57,Hispanic,1,M,0,0,1,1,Low,0
7669,Male,43,African-American,0,M,0,0,1,1,Low,0
7672,Male,47,Other,1,M,0,0,1,1,Low,0
7673,Male,60,African-American,1,F,0,0,1,1,Low,1
7674,Male,24,African-American,1,M,1,1,5,5,Medium,0
7677,Female,28,Caucasian,6,M,0,0,3,4,Low,0
7680,Male,67,Caucasian,80,F,0,0,1,1,Low,2
7681,Male,54,Other,2,F,0,0,1,1,Low,1
7682,Female,26,African-American,140,F,0,0,8,9,High,1
7685,Female,34,Other,0,M,0,0,1,1,Low,0
7686,Male,48,Other,21,F,0,0,1,1,Low,1
7688,Male,37,African-American,1,F,0,0,8,7,Medium,0
7689,Male,28,African-American,1,F,1,1,8,7,Medium,8
7692,Male,45,Caucasian,0,M,0,0,4,3,Low,2
7693,Male,20,African-American,0,F,1,1,7,9,High,2
7694,Male,52,African-American,0,M,0,0,1,1,Low,0
7697,Male,29,African-American,1,M,0,0,2,2,Low,0
7698,Male,34,African-American,0,F,1,1,8,8,High,11
7700,Male,28,African-American,0,F,1,1,10,10,High,6
7704,Male,29,African-American,1,F,0,0,7,7,Medium,0
7705,Female,55,Caucasian,12,F,0,0,1,1,Low,2
7706,Male,68,Hispanic,3,M,0,0,1,1,Low,0
7711,Male,20,African-American,1,F,0,0,3,6,Medium,0
7712,Male,23,African-American,1,M,0,0,5,5,Medium,0
7720,Male,55,African-American,1,M,1,1,1,1,Low,0
7723,Male,24,Hispanic,1,F,0,0,2,3,Low,0
7725,Male,77,African-American,1,M,0,0,1,1,Low,0
7726,Male,52,Caucasian,1,M,0,0,2,1,Low,3
7729,Male,39,Hispanic,0,F,0,0,1,1,Low,0
7735,Female,51,Caucasian,30,M,0,0,2,1,Low,1
7736,Male,34,African-American,12,F,1,0,3,2,Low,2
7737,Male,23,Caucasian,1,F,0,0,2,4,Low,0
7738,Male,32,Caucasian,1,F,0,0,2,1,Low,2
7740,Male,38,African-American,1,M,0,0,6,4,Low,8
7745,Male,34,Caucasian,1,F,0,0,7,3,Low,1
7747,Male,28,Hispanic,319,M,0,0,7,3,Low,1
7753,Male,54,African-American,1,M,0,0,1,1,Low,1
7754,Male,25,Caucasian,0,M,1,1,4,6,Medium,2
7757,Male,34,Hispanic,1,M,0,0,1,1,Low,1
7763,Male,45,African-American,1,F,0,0,1,1,Low,7
7768,Male,45,Caucasian,12,M,0,0,1,2,Low,1
7770,Male,28,African-American,1,F,0,0,5,5,Medium,12
7775,Male,41,African-American,1,F,0,0,1,1,Low,2
7786,Male,28,African-American,1,F,0,0,5,7,Medium,2
7792,Female,25,African-American,1,F,0,0,5,4,Low,4
7794,Female,23,Caucasian,1,M,0,0,2,3,Low,1
7796,Male,30,African-American,1,F,1,1,8,4,Low,2
7800,Female,56,African-American,47,F,0,0,2,1,Low,2
7806,Male,35,Caucasian,1,M,1,0,3,2,Low,3
7807,Male,34,Caucasian,1,F,1,1,8,3,Low,13
7811,Male,43,Caucasian,1,M,0,0,1,1,Low,1
7812,Male,27,African-American,0,M,1,1,10,9,High,27
7813,Male,26,African-American,1,F,0,0,6,6,Medium,7
7817,Male,27,Hispanic,1,M,0,0,2,3,Low,0
7818,Male,41,Caucasian,0,F,0,0,5,7,Medium,1
7820,Male,30,African-American,1,M,1,1,2,2,Low,4
7821,Male,30,Caucasian,1,F,0,0,8,3,Low,1
7834,Male,33,African-American,17,F,0,0,2,1,Low,1
7835,Male,40,African-American,1,M,1,1,3,2,Low,11
7837,Male,56,Caucasian,0,F,0,0,2,1,Low,1
7840,Male,22,Caucasian,36,F,0,0,2,5,Medium,1
7842,Male,51,African-American,28,F,0,0,1,2,Low,4
7843,Male,36,Caucasian,0,M,0,0,1,1,Low,0
7846,Male,25,Hispanic,1,F,1,1,6,4,Low,3
7847,Male,30,Caucasian,0,M,0,0,1,2,Low,0
7848,Female,21,Caucasian,1,F,0,0,5,6,Medium,0
7851,Male,38,Hispanic,0,F,0,0,2,2,Low,0
7859,Male,29,Other,1,F,1,1,6,6,Medium,8
7864,Female,40,African-American,1,F,0,0,1,1,Low,2
7867,Male,37,African-American,13,F,0,0,3,2,Low,2
7868,Female,37,African-American,3,F,0,0,3,2,Low,0
7869,Female,23,African-American,2,F,1,1,5,5,Medium,2
7870,Male,55,Hispanic,1,F,0,0,1,1,Low,0
7871,Male,19,African-American,1,F,1,1,4,7,Medium,1
7881,Male,25,African-American,1,M,0,0,3,5,Medium,0
7882,Male,48,Caucasian,4,F,1,0,2,1,Low,3
7890,Male,26,African-American,0,M,0,0,8,6,Medium,6
7894,Male,20,African-American,1,F,0,0,8,8,High,0
7895,Female,43,Caucasian,1,M,0,0,1,1,Low,0
7898,Male,35,African-American,1,F,0,0,3,2,Low,2
7901,Male,25,Caucasian,55,M,1,1,7,5,Medium,6
7902,Male,55,Caucasian,1,M,0,0,1,1,Low,0
7903,Female,52,African-American,1,M,0,0,1,1,Low,0
7904,Female,33,African-American,1,M,0,0,9,6,Medium,0
7905,Male,30,Other,1,F,0,0,1,2,Low,0
7909,Male,67,African-American,1,F,0,0,4,2,Low,8
